Location,Time,PopMale,PopFemale,PopTotal,PopDensity
sau,2018,19397.336,14305.421,33702.757,15.678
sau,2019,19783.532,14484.997,34268.529,15.941
sau,2020,20131.308,14682.559,34813.867,16.195
sau,2021,20437.084,14903.596,35340.68,16.44
sau,2022,20702.764,15142.149,35844.913,16.674
sen,1998,4610.121,4737.656,9347.777,48.552
sen,1999,4709.427,4859.29,9568.717,49.7
sen,2000,4813.466,4984.265,9797.731,50.889
sen,2001,4923.155,5112.947,10036.102,52.127
sen,2002,5038.253,5245.441,10283.694,53.413
sen,2003,5159.025,5382.445,10541.47,54.752
sen,2004,5285.42,5524.666,10810.086,56.148
sen,2005,5417.453,5672.67,11090.123,57.602
sen,2006,5555.513,5826.759,11382.272,59.119
sen,2007,5700.038,5987.04,11687.078,60.703
sen,2008,5851.066,6153.634,12004.7,62.352
sen,2009,6008.509,6326.583,12335.092,64.068
sen,2010,6172.314,6505.829,12678.143,65.85
sen,2011,6342.36,6691.454,13033.814,67.698
sen,2012,6518.704,6883.286,13401.99,69.61
sen,2013,6701.738,7080.691,13782.429,71.586
sen,2014,6891.927,7282.813,14174.74,73.624
sen,2015,7089.488,7488.962,14578.45,75.72
sen,2016,7294.613,7698.901,14993.514,77.876
sen,2017,7506.779,7912.575,15419.354,80.088
sen,2018,7724.65,8129.674,15854.324,82.347
sen,2019,7946.433,8349.929,16296.362,84.643
sen,2020,8170.785,8573.145,16743.93,86.968
sen,2021,8397.179,8799.129,17196.308,89.318
sen,2022,8625.82,9027.849,17653.669,91.693
srb,1998,4761.261,4924.169,9685.43,110.741
srb,1999,4705.618,4875.206,9580.824,109.545
srb,2000,4656.013,4831.599,9487.612,108.479
srb,2001,4614.96,4795.809,9410.769,107.601
srb,2002,4580.547,4765.917,9346.464,106.866
srb,2003,4551.672,4740.56,9292.232,106.246
srb,2004,4525.796,4716.847,9242.643,105.679
srb,2005,4501.07,4692.748,9193.818,105.12
srb,2006,4477.65,4668.263,9145.913,104.573
srb,2007,4456.581,4644.608,9101.189,104.061
srb,2008,4437.765,4622.34,9060.105,103.591
srb,2009,4421.118,4602.236,9023.354,103.171
srb,2010,4406.469,4584.789,8991.258,102.804
srb,2011,4393.691,4570.07,8963.761,102.49
srb,2012,4382.464,4557.652,8940.116,102.219
srb,2013,4372.121,4546.771,8918.892,101.977
srb,2014,4361.881,4536.403,8898.284,101.741
srb,2015,4351.072,4525.705,8876.777,101.495
srb,2016,4339.481,4514.482,8853.963,101.234
srb,2017,4326.985,4502.638,8829.623,100.956
srb,2018,4313.121,4489.62,8802.741,100.649
srb,2019,4297.444,4474.784,8772.228,100.3
srb,2020,4279.651,4457.719,8737.37,99.901
srb,2021,4259.473,4438.074,8697.547,99.446
srb,2022,4237.035,4415.982,8653.017,98.937
syc,1998,39.486,39.578,79.064,171.878
syc,1999,39.855,40.049,79.904,173.704
syc,2000,40.358,40.64,80.998,176.083
syc,2001,41.024,41.389,82.413,179.159
syc,2002,41.818,42.259,84.077,182.776
syc,2003,42.68,43.127,85.807,186.537
syc,2004,43.529,43.859,87.388,189.974
syc,2005,44.299,44.353,88.652,192.722
syc,2006,44.987,44.541,89.528,194.626
syc,2007,45.587,44.495,90.082,195.83
syc,2008,46.135,44.315,90.45,196.63
syc,2009,46.628,44.16,90.788,197.365
syc,2010,47.092,44.181,91.273,198.42
syc,2011,47.506,44.376,91.882,199.743
syc,2012,47.879,44.729,92.608,201.322
syc,2013,48.22,45.177,93.397,203.037
syc,2014,48.553,45.661,94.214,204.813
syc,2015,48.877,46.104,94.981,206.48
syc,2016,49.205,46.506,95.711,208.067
syc,2017,49.535,46.883,96.418,209.604
syc,2018,49.853,47.241,97.094,211.074
syc,2019,50.167,47.574,97.741,212.48
syc,2020,50.439,47.901,98.34,213.783
syc,2021,50.694,48.216,98.91,215.022
syc,2022,50.922,48.511,99.433,216.159
sle,1998,2171.313,2210.171,4381.484,60.702
sle,1999,2212.29,2250.084,4462.374,61.823
sle,2000,2273.784,2310.786,4584.57,63.516
sle,2001,2358.786,2395.283,4754.069,65.864
sle,2002,2464.752,2501.018,4965.77,68.797
sle,2003,2582.461,2618.613,5201.074,72.057
sle,2004,2699.01,2734.985,5433.995,75.284
sle,2005,2805.033,2840.596,5645.629,78.216
sle,2006,2897.187,2932.053,5829.24,80.76
sle,2007,2977.859,3011.782,5989.641,82.982
sle,2008,3050.404,3083.195,6133.599,84.976
sle,2009,3120.566,3152.169,6272.735,86.904
sle,2010,3192.605,3223.031,6415.636,88.884
sle,2011,3266.96,3296.278,6563.238,90.929
sle,2012,3342.193,3370.393,6712.586,92.998
sle,2013,3418.471,3445.504,6863.975,95.095
sle,2014,3495.714,3521.439,7017.153,97.217
sle,2015,3573.849,3598.06,7171.909,99.361
sle,2016,3653.177,3675.669,7328.846,101.536
sle,2017,3733.925,3754.502,7488.427,103.747
sle,2018,3815.797,3834.352,7650.149,105.987
sle,2019,3898.35,3914.857,7813.207,108.246
sle,2020,3981.239,3995.746,7976.985,110.515
sle,2021,4064.38,4076.963,8141.343,112.792
sle,2022,4147.857,4158.585,8306.442,115.08
sgp,1998,1978.212,1882.509,3860.721,5515.316
sgp,1999,2029.138,1925.603,3954.741,5649.63
sgp,2000,2066.176,1962.696,4028.872,5755.531
sgp,2001,2085.196,1991.954,4077.15,5824.5
sgp,2002,2089.568,2014.839,4104.407,5863.439
sgp,2003,2092.06,2037.167,4129.227,5898.896
sgp,2004,2110.244,2066.958,4177.202,5967.431
sgp,2005,2156.06,2109.633,4265.693,6093.847
sgp,2006,2234.783,2167.541,4402.324,6289.034
sgp,2007,2340.629,2238,4578.629,6540.899
sgp,2008,2460.828,2314.982,4775.81,6822.586
sgp,2009,2576.836,2389.778,4966.614,7095.163
sgp,2010,2675.141,2456.029,5131.17,7330.243
sgp,2011,2751.747,2511.893,5263.64,7519.486
sgp,2012,2810.447,2559.022,5369.469,7670.67
sgp,2013,2854.988,2598.744,5453.732,7791.046
sgp,2014,2891.999,2633.629,5525.628,7893.754
sgp,2015,2926.484,2665.659,5592.143,7988.776
sgp,2016,2958.818,2694.807,5653.625,8076.607
sgp,2017,2987.482,2720.56,5708.042,8154.346
sgp,2018,3013.585,2743.918,5757.503,8225.004
sgp,2019,3038.226,2766.117,5804.343,8291.919
sgp,2020,3062.257,2788.086,5850.343,8357.633
sgp,2021,3086.37,2810.314,5896.684,8423.834
sgp,2022,3110.785,2832.766,5943.551,8490.787
svk,1998,2621.828,2773.425,5395.253,112.195
svk,1999,2621.972,2775.737,5397.709,112.246
svk,2000,2621.672,2777.535,5399.207,112.278
svk,2001,2621.029,2778.966,5399.995,112.294
svk,2002,2620.098,2780.026,5400.124,112.297
svk,2003,2619.066,2780.778,5399.844,112.291
svk,2004,2618.127,2781.247,5399.374,112.281
svk,2005,2617.477,2781.485,5398.962,112.273
svk,2006,2617.154,2781.52,5398.674,112.267
svk,2007,2617.239,2781.454,5398.693,112.267
svk,2008,2617.861,2781.501,5399.362,112.281
svk,2009,2619.196,2781.953,5401.149,112.318
svk,2010,2621.333,2782.96,5404.293,112.383
svk,2011,2624.311,2784.621,5408.932,112.48
svk,2012,2628.034,2786.86,5414.894,112.604
svk,2013,2632.278,2789.443,5421.721,112.746
svk,2014,2636.76,2792.038,5428.798,112.893
svk,2015,2641.214,2794.4,5435.614,113.035
svk,2016,2645.577,2796.424,5442.001,113.168
svk,2017,2649.774,2798.129,5447.903,113.29
svk,2018,2653.529,2799.488,5453.017,113.397
svk,2019,2656.513,2800.499,5457.012,113.48
svk,2020,2658.479,2801.164,5459.643,113.534
svk,2021,2659.297,2801.429,5460.726,113.557
svk,2022,2658.967,2801.226,5460.193,113.546
svn,1998,969.203,1018.181,1987.384,98.678
svn,1999,970.943,1016.682,1987.625,98.69
svn,2000,972.004,1015.706,1987.71,98.695
svn,2001,972.099,1015.358,1987.457,98.682
svn,2002,971.604,1015.661,1987.265,98.673
svn,2003,971.306,1016.549,1987.855,98.702
svn,2004,972.358,1017.868,1990.226,98.82
svn,2005,975.494,1019.485,1994.979,99.056
svn,2006,981.059,1021.368,2002.427,99.425
svn,2007,988.605,1023.523,2012.128,99.907
svn,2008,997.189,1025.86,2023.049,100.449
svn,2009,1005.476,1028.331,2033.807,100.983
svn,2010,1012.481,1030.855,2043.336,101.457
svn,2011,1017.876,1033.402,2051.278,101.851
svn,2012,1021.899,1035.927,2057.826,102.176
svn,2013,1024.839,1038.281,2063.12,102.439
svn,2014,1027.167,1040.321,2067.488,102.656
svn,2015,1029.251,1041.948,2071.199,102.84
svn,2016,1031.12,1043.085,2074.205,102.989
svn,2017,1032.642,1043.753,2076.395,103.098
svn,2018,1033.823,1044.013,2077.836,103.17
svn,2019,1034.684,1043.97,2078.654,103.21
svn,2020,1035.23,1043.702,2078.932,103.224
svn,2021,1035.489,1043.234,2078.723,103.214
svn,2022,1035.496,1042.535,2078.031,103.179
slb,1998,200.894,189.808,390.702,13.959
slb,1999,206.501,195.091,401.592,14.348
slb,2000,212.115,200.55,412.665,14.743
slb,2001,217.742,206.207,423.949,15.146
slb,2002,223.386,212.048,435.434,15.557
slb,2003,229.017,217.999,447.016,15.971
slb,2004,234.585,223.964,458.549,16.383
slb,2005,240.063,229.855,469.918,16.789
slb,2006,245.432,235.654,481.086,17.188
slb,2007,250.719,241.414,492.133,17.582
slb,2008,256.139,247.227,503.366,17.984
slb,2009,261.903,253.279,515.182,18.406
slb,2010,268.186,259.675,527.861,18.859
slb,2011,275.048,266.474,541.522,19.347
slb,2012,282.449,273.617,556.066,19.867
slb,2013,290.265,281.064,571.329,20.412
slb,2014,298.355,288.724,587.079,20.975
slb,2015,306.577,296.556,603.133,21.548
slb,2016,314.912,304.526,619.438,22.131
slb,2017,323.376,312.654,636.03,22.723
slb,2018,331.947,320.909,652.856,23.325
slb,2019,340.582,329.239,669.821,23.931
slb,2020,349.262,337.616,686.878,24.54
slb,2021,357.972,346.023,703.995,25.152
slb,2022,366.698,354.466,721.164,25.765
som,1998,4125.852,4109.212,8235.064,13.127
som,1999,4284.318,4269.277,8553.595,13.635
som,2000,4442.937,4429.313,8872.25,14.143
som,2001,4599.551,4587.168,9186.719,14.644
som,2002,4756.276,4745.059,9501.335,15.145
som,2003,4912.67,4902.742,9815.412,15.646
som,2004,5069.267,5060.984,10130.251,16.148
som,2005,5226.471,5220.385,10446.856,16.653
som,2006,5383.597,5380.307,10763.904,17.158
som,2007,5540.039,5540.083,11080.122,17.662
som,2008,5696.698,5700.49,11397.188,18.167
som,2009,5854.968,5862.723,11717.691,18.678
som,2010,6016.043,6027.843,12043.886,19.198
som,2011,6180.205,6196.1,12376.305,19.728
som,2012,6347.724,6367.763,12715.487,20.269
som,2013,6519.803,6543.908,13063.711,20.824
som,2014,6697.812,6725.759,13423.571,21.398
som,2015,6882.856,6914.348,13797.204,21.993
som,2016,7075.493,7110.142,14185.635,22.612
som,2017,7275.858,7313.307,14589.165,23.256
som,2018,7484.099,7524.126,15008.225,23.924
som,2019,7700.196,7742.71,15442.906,24.616
som,2020,7924.087,7969.132,15893.219,25.334
som,2021,8155.933,8203.567,16359.5,26.078
som,2022,8395.755,8446.05,16841.805,26.846
zaf,1998,21539.952,22142.307,43682.259,36.009
zaf,1999,21862.384,22476.167,44338.551,36.55
zaf,2000,22171.606,22796.107,44967.713,37.069
zaf,2001,22468.02,23103.252,45571.272,37.566
zaf,2002,22752.951,23397.962,46150.913,38.044
zaf,2003,23032.769,23686.434,46719.203,38.513
zaf,2004,23315.48,23976.13,47291.61,38.984
zaf,2005,23607.459,24273.136,47880.595,39.47
zaf,2006,23910.124,24579.34,48489.464,39.972
zaf,2007,24223.89,24895.876,49119.766,40.491
zaf,2008,24552.622,25226.85,49779.472,41.035
zaf,2009,24900.459,25576.554,50477.013,41.61
zaf,2010,25269.501,25947.466,51216.967,42.22
zaf,2011,25662.032,26341.727,52003.759,42.869
zaf,2012,26075.395,26757.264,52832.659,43.552
zaf,2013,26500.317,27186.808,53687.125,44.257
zaf,2014,26924.05,27620.134,54544.184,44.963
zaf,2015,27337.004,28049.365,55386.369,45.657
zaf,2016,27735.713,28471.936,56207.649,46.334
zaf,2017,28121.437,28888.314,57009.751,46.995
zaf,2018,28495.093,29297.427,57792.52,47.641
zaf,2019,28859.302,29698.965,58558.267,48.272
zaf,2020,29216.012,30092.678,59308.69,48.891
zaf,2021,29564.652,30477.344,60041.996,49.495
zaf,2022,29903.979,30852.155,60756.134,50.084
ssd,1998,2818.598,2843.336,5661.934,9.267
ssd,1999,2954.773,2979.111,5933.884,9.713
ssd,2000,3087.859,3111.537,6199.396,10.147
ssd,2001,3212.541,3235.25,6447.791,10.554
ssd,2002,3333.363,3354.862,6688.225,10.947
ssd,2003,3457.821,3477.844,6935.665,11.352
ssd,2004,3597.546,3615.808,7213.354,11.807
ssd,2005,3759.857,3776.074,7535.931,12.335
ssd,2006,3946.773,3960.634,7907.407,12.943
ssd,2007,4151.962,4163.182,8315.144,13.61
ssd,2008,4364.231,4372.701,8736.932,14.301
ssd,2009,4568.227,4574.031,9142.258,14.964
ssd,2010,4752.499,4755.873,9508.372,15.563
ssd,2011,4914.724,4915.971,9830.695,16.091
ssd,2012,5057.131,5056.517,10113.648,16.554
ssd,2013,5178.65,5176.38,10355.03,16.949
ssd,2014,5279.348,5275.534,10554.882,17.276
ssd,2015,5360.486,5355.171,10715.657,17.539
ssd,2016,5419.653,5412.867,10832.52,17.731
ssd,2017,5459.493,5451.281,10910.774,17.859
ssd,2018,5492.758,5483.166,10975.924,17.965
ssd,2019,5536.53,5525.584,11062.114,18.106
ssd,2020,5603.014,5590.715,11193.729,18.322
ssd,2021,5697.51,5683.867,11381.377,18.629
ssd,2022,5816.752,5801.765,11618.517,19.017
esp,1998,19706.177,20495.384,40201.561,80.597
esp,1999,19843.28,20611.192,40454.472,81.104
esp,2000,20041.16,20783.585,40824.745,81.846
esp,2001,20303.074,21016.357,41319.431,82.838
esp,2002,20619.018,21300.575,41919.593,84.041
esp,2003,20973.843,21622.612,42596.455,85.398
esp,2004,21345.786,21962.559,43308.345,86.825
esp,2005,21715.842,22303.276,44019.118,88.25
esp,2006,22084.46,22644.101,44728.561,89.672
esp,2007,22447.367,22981.704,45429.071,91.077
esp,2008,22775.575,23293.236,46068.811,92.359
esp,2009,23033.009,23550.557,46583.566,93.391
esp,2010,23196.133,23734.878,46931.011,94.088
esp,2011,23249.643,23834.599,47084.242,94.395
esp,2012,23205.468,23857.591,47063.059,94.353
esp,2013,23101.425,23829.129,46930.554,94.087
esp,2014,22991.828,23786.099,46777.927,93.781
esp,2015,22916.241,23755.678,46671.919,93.568
esp,2016,22887.826,23746.305,46634.131,93.493
esp,2017,22896.014,23751.411,46647.425,93.519
esp,2018,22927.764,23765.099,46692.863,93.61
esp,2019,22960.648,23776.134,46736.782,93.698
esp,2020,22978.338,23776.445,46754.783,93.735
esp,2021,22979.101,23766.11,46745.211,93.715
esp,2022,22969.645,23749.502,46719.147,93.663
lka,1998,9289.996,9274.599,18564.595,296.039
lka,1999,9325.165,9338.128,18663.293,297.613
lka,2000,9365.939,9411.667,18777.606,299.436
lka,2001,9414.298,9497.429,18911.727,301.574
lka,2002,9468.821,9593.655,19062.476,303.978
lka,2003,9526.937,9697.099,19224.036,306.555
lka,2004,9584.487,9802.666,19387.153,309.156
lka,2005,9638.477,9906.511,19544.988,311.673
lka,2006,9688.299,10007.678,19695.977,314.08
lka,2007,9735.055,10106.989,19842.044,316.41
lka,2008,9779.518,10204.466,19983.984,318.673
lka,2009,9822.961,10300.547,20123.508,320.898
lka,2010,9866.313,10395.425,20261.738,323.102
lka,2011,9909.583,10488.913,20398.496,325.283
lka,2012,9952.377,10580.222,20532.599,327.421
lka,2013,9994.7,10668.353,20663.053,329.502
lka,2014,10036.487,10752.025,20788.512,331.502
lka,2015,10077.662,10830.362,20908.024,333.408
lka,2016,10118.294,10902.883,21021.177,335.213
lka,2017,10158.215,10969.813,21128.028,336.916
lka,2018,10196.849,11031.911,21228.76,338.523
lka,2019,10233.415,11090.319,21323.734,340.037
lka,2020,10267.351,11145.899,21413.25,341.465
lka,2021,10298.426,11198.88,21497.306,342.805
lka,2022,10326.769,11249.075,21575.844,344.057
pse,1998,1523.038,1477.586,3000.624,498.443
pse,1999,1583.739,1536.129,3119.868,518.25
pse,2000,1636.79,1587.219,3224.009,535.55
pse,2001,1680.612,1629.296,3309.908,549.819
pse,2002,1716.518,1663.643,3380.161,561.489
pse,2003,1748.046,1693.822,3441.868,571.739
pse,2004,1780.354,1724.966,3505.32,582.279
pse,2005,1817.154,1760.802,3577.956,594.345
pse,2006,1859.76,1802.661,3662.421,608.376
pse,2007,1907.067,1849.392,3756.459,623.997
pse,2008,1957.441,1899.251,3856.692,640.647
pse,2009,2008.263,1949.421,3957.684,657.423
pse,2010,2057.69,1997.942,4055.632,673.693
pse,2011,2105.32,2044.334,4149.654,689.311
pse,2012,2152.043,2089.529,4241.572,704.58
pse,2013,2198.849,2134.672,4333.521,719.854
pse,2014,2247.213,2181.421,4428.634,735.653
pse,2015,2298.185,2230.975,4529.16,752.352
pse,2016,2352.012,2283.632,4635.644,770.041
pse,2017,2408.294,2338.939,4747.233,788.577
pse,2018,2466.617,2396.361,4862.978,807.804
pse,2019,2526.35,2455.072,4981.422,827.479
pse,2020,2586.971,2514.445,5101.416,847.411
pse,2021,2648.404,2574.352,5222.756,867.567
pse,2022,2710.663,2634.882,5345.545,887.964
sdn,1998,13045.802,12969.716,26015.518,14.739
sdn,1999,13351.773,13274.739,26626.512,15.085
sdn,2000,13677.233,13597.786,27275.019,15.453
sdn,2001,14027.815,13943.262,27971.077,15.847
sdn,2002,14398.166,14306.62,28704.786,16.263
sdn,2003,14778.501,14682.016,29460.517,16.691
sdn,2004,15154.121,15060.068,30214.189,17.118
sdn,2005,15515.205,15434.309,30949.514,17.535
sdn,2006,15858.365,15803.459,31661.824,17.938
sdn,2007,16189.542,16171.077,32360.619,18.334
sdn,2008,16519.478,16541.366,33060.844,18.731
sdn,2009,16863.374,16920.405,33783.779,19.14
sdn,2010,17232.282,17312.732,34545.014,19.572
sdn,2011,17629.958,17719.718,35349.676,20.028
sdn,2012,18053.32,18140.461,36193.781,20.506
sdn,2013,18498.015,18574.54,37072.555,21.004
sdn,2014,18956.886,19020.771,37977.657,21.516
sdn,2015,19424.627,19478.321,38902.948,22.041
sdn,2016,19900.23,19947.203,39847.433,22.576
sdn,2017,20385.466,20427.932,40813.398,23.123
sdn,2018,20880.946,20920.586,41801.532,23.683
sdn,2019,21387.956,21425.281,42813.237,24.256
sdn,2020,21907.295,21941.974,43849.269,24.843
sdn,2021,22438.762,22470.589,44909.351,25.444
sdn,2022,22981.354,23010.664,45992.018,26.057
sur,1998,232.762,227.076,459.838,2.948
sur,1999,235.291,230.089,465.38,2.983
sur,2000,237.885,233.059,470.944,3.019
sur,2001,240.587,235.987,476.574,3.055
sur,2002,243.356,238.872,482.228,3.091
sur,2003,246.187,241.751,487.938,3.128
sur,2004,249.057,244.623,493.68,3.165
sur,2005,251.921,247.54,499.461,3.202
sur,2006,254.798,250.494,505.292,3.239
sur,2007,257.702,253.479,511.181,3.277
sur,2008,260.617,256.505,517.122,3.315
sur,2009,263.56,259.553,523.113,3.353
sur,2010,266.522,262.604,529.126,3.392
sur,2011,269.5,265.677,535.177,3.431
sur,2012,272.492,268.755,541.247,3.47
sur,2013,275.472,271.823,547.295,3.508
sur,2014,278.425,274.853,553.278,3.547
sur,2015,281.315,277.821,559.136,3.584
sur,2016,284.15,280.733,564.883,3.621
sur,2017,286.918,283.583,570.501,3.657
sur,2018,289.623,286.364,575.987,3.692
sur,2019,292.255,289.108,581.363,3.727
sur,2020,294.822,291.812,586.634,3.76
sur,2021,297.324,294.474,591.798,3.794
sur,2022,299.742,297.096,596.838,3.826
swe,1998,4384.684,4486.17,8870.854,21.618
swe,1999,4386.742,4486.363,8873.105,21.624
swe,2000,4392.262,4489.38,8881.642,21.645
swe,2001,4401.901,4495.901,8897.802,21.684
swe,2002,4415.228,4505.475,8920.703,21.74
swe,2003,4432.829,4518.61,8951.439,21.815
swe,2004,4455.064,4535.589,8990.653,21.91
swe,2005,4482.09,4556.537,9038.627,22.027
swe,2006,4514.337,4581.833,9096.17,22.167
swe,2007,4551.558,4611.383,9162.941,22.33
swe,2008,4592.348,4644.085,9236.433,22.509
swe,2009,4634.733,4678.352,9313.085,22.696
swe,2010,4677.17,4712.987,9390.157,22.884
swe,2011,4719.134,4747.571,9466.705,23.07
swe,2012,4760.674,4782.143,9542.817,23.256
swe,2013,4801.531,4816.485,9618.016,23.439
swe,2014,4841.63,4850.507,9692.137,23.62
swe,2015,4880.856,4884.093,9764.949,23.797
swe,2016,4918.962,4917.041,9836.003,23.97
swe,2017,4955.732,4949.163,9904.895,24.138
swe,2018,4991.222,4980.408,9971.63,24.301
swe,2019,5025.597,5010.794,10036.391,24.459
swe,2020,5058.947,5040.323,10099.27,24.612
swe,2021,5091.248,5068.911,10160.159,24.76
swe,2022,5122.444,5096.528,10218.972,24.904
che,1998,3464.106,3627.669,7091.775,179.466
che,1999,3475.803,3639.228,7115.031,180.054
che,2000,3490.318,3653.446,7143.764,180.782
che,2001,3508.208,3670.966,7179.174,181.678
che,2002,3529.105,3691.273,7220.378,182.72
che,2003,3553.698,3714.665,7268.363,183.935
che,2004,3582.544,3741.184,7323.728,185.336
che,2005,3616,3770.818,7386.818,186.932
che,2006,3654.284,3803.677,7457.961,188.733
che,2007,3697.198,3839.788,7536.986,190.733
che,2008,3744.016,3878.81,7622.826,192.905
che,2009,3793.615,3920.287,7713.902,195.21
che,2010,3844.996,3963.678,7808.674,197.608
che,2011,3898.022,4008.966,7906.988,200.096
che,2012,3952.281,4055.725,8008.006,202.652
che,2013,4006.237,4102.639,8108.876,205.205
che,2014,4057.997,4148.006,8206.003,207.663
che,2015,4106.189,4190.586,8296.775,209.96
che,2016,4150.103,4229.812,8379.915,212.064
che,2017,4189.932,4265.865,8455.797,213.984
che,2018,4226.392,4299.222,8525.614,215.751
che,2019,4260.661,4330.7,8591.361,217.415
che,2020,4293.648,4360.97,8654.618,219.016
che,2021,4325.447,4390.047,8715.494,220.556
che,2022,4355.853,4417.787,8773.64,222.028
syr,1998,7882.06,7717.528,15599.588,84.951
syr,1999,8093.336,7920.656,16013.992,87.208
syr,2000,8301.81,8109.037,16410.847,89.369
syr,2001,8497.193,8269.362,16766.555,91.306
syr,2002,8679.638,8404.99,17084.628,93.038
syr,2003,8869.259,8545.955,17415.214,94.839
syr,2004,9093.932,8733.895,17827.827,97.086
syr,2005,9368.283,8992.895,18361.178,99.99
syr,2006,9712.214,9347.043,19059.257,103.792
syr,2007,10105.805,9772.452,19878.257,108.252
syr,2008,10476.296,10187.741,20664.037,112.531
syr,2009,10724.714,10481.159,21205.873,115.482
syr,2010,10785.05,10577.491,21362.541,116.335
syr,2011,10632.727,10449.087,21081.814,114.806
syr,2012,10303.881,10134.98,20438.861,111.305
syr,2013,9869.027,9709.439,19578.466,106.619
syr,2014,9430.138,9280.573,18710.711,101.894
syr,2015,9065.978,8931.433,17997.411,98.009
syr,2016,8789.603,8675.964,17465.567,95.113
syr,2017,8592.333,8503.336,17095.669,93.098
syr,2018,8504.013,8441.049,16945.062,92.278
syr,2019,8554.55,8515.582,17070.132,92.959
syr,2020,8760.065,8740.592,17500.657,95.304
syr,2021,9140.412,9135.292,18275.704,99.525
syr,2022,9679.915,9684.892,19364.807,105.456
tjk,1998,3014.982,3012.413,6027.395,43.065
tjk,1999,3063.18,3056.484,6119.664,43.724
tjk,2000,3113.723,3102.606,6216.329,44.415
tjk,2001,3167.147,3151.363,6318.51,45.145
tjk,2002,3223.702,3203.159,6426.861,45.919
tjk,2003,3283.545,3258.005,6541.55,46.739
tjk,2004,3346.676,3315.715,6662.391,47.602
tjk,2005,3413.086,3376.232,6789.318,48.509
tjk,2006,3482.964,3439.626,6922.59,49.461
tjk,2007,3556.467,3506.2,7062.667,50.462
tjk,2008,3633.536,3576.388,7209.924,51.514
tjk,2009,3714.033,3650.719,7364.752,52.62
tjk,2010,3797.838,3729.559,7527.397,53.782
tjk,2011,3884.696,3812.811,7697.507,54.998
tjk,2012,3974.544,3900.294,7874.838,56.265
tjk,2013,4067.689,3992.093,8059.782,57.586
tjk,2014,4164.564,4088.264,8252.828,58.966
tjk,2015,4265.336,4188.683,8454.019,60.403
tjk,2016,4370.133,4293.442,8663.575,61.9
tjk,2017,4478.318,4401.952,8880.27,63.449
tjk,2018,4588.298,4512.549,9100.847,65.025
tjk,2019,4697.953,4623.07,9321.023,66.598
tjk,2020,4805.738,4731.904,9537.642,68.145
tjk,2021,4911.14,4838.485,9749.625,69.66
tjk,2022,5014.428,4943.04,9957.468,71.145
tha,1998,30499.704,31085.399,61585.103,120.545
tha,1999,30809.662,31488.907,62298.569,121.941
tha,2000,31094.46,31858.179,62952.639,123.222
tha,2001,31351.471,32187.719,63539.19,124.37
tha,2002,31584.243,32484.85,64069.093,125.407
tha,2003,31795.665,32754.202,64549.867,126.348
tha,2004,31990.802,33004.501,64995.303,127.22
tha,2005,32173.692,33242.497,65416.189,128.044
tha,2006,32344.449,33468.091,65812.54,128.819
tha,2007,32502.59,33679.474,66182.064,129.543
tha,2008,32650.959,33880.021,66530.98,130.226
tha,2009,32793.03,34073.804,66866.834,130.883
tha,2010,32931.279,34263.753,67195.032,131.525
tha,2011,33067.052,34451.327,67518.379,132.158
tha,2012,33199.864,34636.105,67835.969,132.78
tha,2013,33327.962,34816.557,68144.519,133.384
tha,2014,33448.535,34990.213,68438.748,133.96
tha,2015,33559.468,35155.051,68714.519,134.5
tha,2016,33660.401,35310.912,68971.313,135.002
tha,2017,33751.826,35457.991,69209.817,135.469
tha,2018,33833.385,35595.069,69428.454,135.897
tha,2019,33904.846,35720.735,69625.581,136.283
tha,2020,33966.06,35833.918,69799.978,136.624
tha,2021,34016.802,35934.042,69950.844,136.92
tha,2022,34057.038,36021.16,70078.198,137.169
tls,1998,437.553,428.97,866.523,58.273
tls,1999,441.023,432.115,873.138,58.718
tls,2000,446.775,437.591,884.366,59.473
tls,2001,455.302,445.912,901.214,60.606
tls,2002,466.122,456.577,922.699,62.051
tls,2003,478.391,468.719,947.11,63.693
tls,2004,490.869,481.02,971.889,65.359
tls,2005,502.609,492.521,995.13,66.922
tls,2006,513.419,503.018,1016.437,68.355
tls,2007,523.587,512.801,1036.388,69.697
tls,2008,533.315,522.113,1055.428,70.977
tls,2009,542.943,531.343,1074.286,72.245
tls,2010,552.742,540.775,1093.517,73.538
tls,2011,562.709,550.445,1113.154,74.859
tls,2012,572.77,560.232,1133.002,76.194
tls,2013,583.029,570.259,1153.288,77.558
tls,2014,593.658,580.675,1174.333,78.973
tls,2015,604.739,591.555,1196.294,80.45
tls,2016,616.338,602.951,1219.289,81.997
tls,2017,628.409,614.851,1243.26,83.609
tls,2018,640.854,627.121,1267.975,85.271
tls,2019,653.507,639.613,1293.12,86.962
tls,2020,666.242,652.2,1318.442,88.665
tls,2021,679.032,664.843,1343.875,90.375
tls,2022,691.877,677.554,1369.431,92.094
tgo,1998,2284.046,2348.405,4632.451,85.171
tgo,1999,2359.069,2421.386,4780.455,87.892
tgo,2000,2431.837,2492.569,4924.406,90.539
tgo,2001,2501.367,2561.204,5062.571,93.079
tgo,2002,2568.805,2628.235,5197.04,95.551
tgo,2003,2635.67,2694.959,5330.629,98.008
tgo,2004,2704.399,2763.371,5467.77,100.529
tgo,2005,2776.699,2834.944,5611.643,103.174
tgo,2006,2852.94,2909.941,5762.881,105.955
tgo,2007,2932.483,2987.877,5920.36,108.85
tgo,2008,3014.908,3068.509,6083.417,111.848
